mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_classifier;param_classifier__C;param_vectorizer__tfidf__max_features;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
3.4221612453460692;0.6757505984417213;0.9299188613891601;0.1601278624793279;LogisticRegression(max_iter=1000, random_state=42);0.1;5000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 0.1, 'vectorizer__tfidf__max_features': 5000};0.8793696737286729;0.8766514413283772;0.8699892960014952;0.8753684300277979;0.8769650394156259;0.8756687761003938;0.0031205536285991006;11
3.613571786880493;0.6024451351595084;0.8885340690612793;0.12504035742695604;LogisticRegression(max_iter=1000, random_state=42);0.1;10000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 0.1, 'vectorizer__tfidf__max_features': 10000};0.8794960056442017;0.8756572583651291;0.8698845934384363;0.8764587914121953;0.8778526837704351;0.8758698665260795;0.003264842348835415;10
4.102366781234741;0.5000272715711533;0.9238991260528564;0.06102379000196114;LogisticRegression(max_iter=1000, random_state=42);0.1;20000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 0.1, 'vectorizer__tfidf__max_features': 20000};0.8786690572095786;0.8747613201577991;0.8694795426282169;0.8755499077781653;0.8731313409195958;0.8743182337386711;0.0030154488095717946;12
3.165471315383911;0.30250349318647;0.8377445697784424;0.0662549326354359;LogisticRegression(max_iter=1000, random_state=42);1.0;5000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 1.0, 'vectorizer__tfidf__max_features': 5000};0.9040551887928139;0.8992180702205742;0.8984847908867937;0.9014274612306762;0.9041573262688483;0.9014685674799413;0.002361752909899518;3
3.484315824508667;0.15029108326298812;0.9236891746520997;0.07295149521778148;LogisticRegression(max_iter=1000, random_state=42);1.0;10000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 1.0, 'vectorizer__tfidf__max_features': 10000};0.901512776556358;0.898622433363059;0.898222238561854;0.9020564601788317;0.9021521530249691;0.9005132123370142;0.0017257157978834978;4
3.4203875064849854;0.238336367307365;0.9374464511871338;0.07513604566840343;LogisticRegression(max_iter=1000, random_state=42);1.0;20000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 1.0, 'vectorizer__tfidf__max_features': 20000};0.9006058666847889;0.8968967015202118;0.8950381833675173;0.9006355139631228;0.8989972180696032;0.8984346967210488;0.002180630092911332;6
3.4032591342926026;0.27625674327248345;0.9059419631958008;0.1002857807257448;LogisticRegression(max_iter=1000, random_state=42);10.0;5000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 10.0, 'vectorizer__tfidf__max_features': 5000};0.9058115996042087;0.9013484049227566;0.9006179991250717;0.907342197397446;0.9055325674875722;0.9041305537074111;0.002652719536344198;1
3.4424592018127442;0.22999125641294282;0.9493854522705079;0.09856565673224983;LogisticRegression(max_iter=1000, random_state=42);10.0;10000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 10.0, 'vectorizer__tfidf__max_features': 10000};0.9064867852701283;0.9005341780150373;0.9003703724443413;0.9006406300248682;0.9059043614423734;0.9027872654393496;0.0027902886146064553;2
3.7737170696258544;0.41827650099620745;1.187445068359375;0.16575928463987588;LogisticRegression(max_iter=1000, random_state=42);10.0;20000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 10.0, 'vectorizer__tfidf__max_features': 20000};0.9039813123690617;0.897880878850557;0.8964994970216902;0.8995847213734032;0.9016997599632015;0.8999292339155825;0.002669518488563357;5
4.17181134223938;0.24708023640710133;0.9063494205474854;0.02178025669847077;LogisticRegression(max_iter=1000, random_state=42);100.0;5000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 100.0, 'vectorizer__tfidf__max_features': 5000};0.8923690589840845;0.888006712835473;0.886308787452368;0.889239284340677;0.8956717884659832;0.8903191264157171;0.0033301456014202136;8
3.630598306655884;0.13180632649941826;0.9032838821411133;0.04259266990220618;LogisticRegression(max_iter=1000, random_state=42);100.0;10000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 100.0, 'vectorizer__tfidf__max_features': 10000};0.8952288957743499;0.8895577449485728;0.8878363071973694;0.893131023377961;0.8918586934697108;0.8915225329535929;0.0026033064716812463;7
3.544206476211548;0.15742965116258872;0.7062829017639161;0.17769981245143546;LogisticRegression(max_iter=1000, random_state=42);100.0;20000;{'classifier': LogisticRegression(max_iter=1000, random_state=42), 'classifier__C': 100.0, 'vectorizer__tfidf__max_features': 20000};0.8927791470591175;0.8871725576848832;0.8888616024171399;0.8881533143603962;0.8926469709193038;0.8899227184881682;0.002340977497413417;9
